#Annotated with Bakta v1.11.3, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_21	4264	5244	+	ICBHIB_01251	34.1	4.8	PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00532.27, PFAM:PF13377.12
contig_21	10745	11008	-	ICBHIB_01256	8.7	12.0		
contig_21	13240	13530	-	ICBHIB_01259	10.6	6.5	PF04024.17|PspC	PFAM:PF04024.17
contig_21	16046	16297	-	ICBHIB_01262	8.8	10.3		
contig_21	29254	29577	+	ICBHIB_01273	11.4	11.8		
contig_21	32609	33085	-	ICBHIB_01277	16.8	6.3		
contig_21	36712	37656	+	ICBHIB_01280	31.2	4.6		
contig_21	38836	39351	+	ICBHIB_01282	19.1	4.5		
contig_21	39427	40359	-	ICBHIB_01283	33.2	4.5	PF00378.25|ECH_1, PF16113.10|ECH_2	PFAM:PF00378.25, PFAM:PF16113.10
contig_21	44170	44625	-	ICBHIB_01287	17.0	8.9		
contig_21	44798	45163	-	ICBHIB_01288	14.0	6.4	PF09278.17|MerR-DNA-bind	PFAM:PF09278.17
contig_21	45276	45383	+	ICBHIB_01289	3.9	4.6		
contig_21	46803	47036	+	ICBHIB_01292	8.2	6.8		
contig_21	47033	47203	+	ICBHIB_01293	5.7	4.7		
contig_21	49276	49674	+	ICBHIB_01295	14.0	9.2		
contig_21	61342	61557	-	ICBHIB_01303	7.9	9.8		
contig_21	61838	62317	+	ICBHIB_01304	16.2	5.5		
contig_21	62408	62908	-	ICBHIB_01305	18.1	5.0	PF00293.34|NUDIX	PFAM:PF00293.34
contig_21	67111	67608	-	ICBHIB_01310	17.7	9.8		
contig_21	67665	68747	-	ICBHIB_01311	37.8	10.6		
contig_21	69793	70311	+	ICBHIB_01313	19.1	10.1		
contig_21	72870	74393	-	ICBHIB_01317	54.5	6.3	PF00005.33|ABC_tran, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF13304.12
contig_21	79504	79890	+	ICBHIB_01323	13.6	5.0	PF08044.16|DUF1707	PFAM:PF08044.16
contig_21	79921	80205	-	ICBHIB_01324	10.6	4.8	PF03795.20|YCII	PFAM:PF03795.20
contig_21	80878	80991	+	ICBHIB_01326	4.4	11.8	PF00444.23|Ribosomal_L36	PFAM:PF00444.23
contig_21	83895	84494	+	ICBHIB_01331	21.9	9.6		
contig_21	85872	86957	-	ICBHIB_01333	37.8	5.3	PF03990.20|DUF348, PF06737.19|Transglycosylas, PF07501.17|G5	PFAM:PF03990.20, PFAM:PF06737.19, PFAM:PF07501.17
contig_21	94282	94833	-	ICBHIB_01340	18.3	4.7		
contig_21	133025	134341	+	ICBHIB_01373	45.8	4.6	PF13240.11|Zn_Ribbon_1, PF13248.11|Zn_ribbon_3	PFAM:PF13240.11, PFAM:PF13248.11
contig_21	134366	136078	+	ICBHIB_01374	58.7	5.8		SO:0001217, UniRef:UniRef50_D7GCC2
contig_21	136091	137326	+	ICBHIB_01375	42.2	5.9		SO:0001217, UniRef:UniRef50_D7GCC3
contig_21	142320	142418	+	ICBHIB_01381	3.5	4.8		
contig_22	1719	2351	-	ICBHIB_01385	22.4	11.8		
contig_22	2311	2790	-	ICBHIB_01386	16.8	4.5		
contig_22	4124	4315	-	ICBHIB_01388	6.7	11.8		
contig_22	4498	4845	-	ICBHIB_01389	12.7	5.1		
contig_22	9631	10095	-	ICBHIB_01392	17.3	5.0	PF00011.27|HSP20, PF17886.7|ArsA_HSP20	PFAM:PF00011.27, PFAM:PF17886.7
contig_23	5747	6070	+	ICBHIB_01399	11.1	10.0		
contig_23	6117	6614	+	ICBHIB_01400	17.0	7.8		
contig_23	8036	8422	-	ICBHIB_01402	13.8	5.2		
contig_23	31288	31464	-	ICBHIB_01423	6.1	11.2		
contig_23	33014	33742	-	ICBHIB_01427	27.6	9.4	PF00707.27|IF3_C, PF05198.21|IF3_N	PFAM:PF00707.27, PFAM:PF05198.21
contig_23	34048	34530	+	ICBHIB_01428	16.8	10.9		
contig_24	4783	5127	+	ICBHIB_01436	12.8	6.7		
contig_24	5210	5764	+	ICBHIB_01437	19.9	4.8		
contig_24	9022	9513	+	ICBHIB_01441	17.6	4.2		
contig_24	11175	11399	-	ICBHIB_01444	8.4	10.0		
contig_24	13566	14276	+	ICBHIB_01447	24.1	9.6	PF08666.17|SAF	PFAM:PF08666.17
contig_24	18958	19182	+	ICBHIB_01452	7.7	5.6		SO:0001217, UniRef:UniRef50_U1F052
contig_24	19157	19579	+	ICBHIB_01453	14.8	5.7		
contig_24	19645	20202	+	ICBHIB_01454	19.5	10.0		
contig_24	20199	22019	+	ICBHIB_01455	60.4	4.6	PF01476.26|LysM	PFAM:PF01476.26
contig_24	23776	24264	+	ICBHIB_01457	17.2	4.7		
contig_24	34267	34578	-	ICBHIB_01464	11.3	6.1	PF05495.17|zf-CHY	PFAM:PF05495.17
contig_24	37111	38007	-	ICBHIB_01466	32.2	5.5		
contig_24	38948	40033	+	ICBHIB_01468	37.6	4.6		SO:0001217, UniRef:UniRef50_D7GGS3
contig_24	40902	41873	-	ICBHIB_01470	33.5	8.0		
contig_25	2631	3008	+	ICBHIB_01472	14.4	9.8		
contig_25	10363	10761	-	ICBHIB_01478	13.9	5.4	PF01022.26|HTH_5, PF12840.13|HTH_20	PFAM:PF01022.26, PFAM:PF12840.13
contig_25	54709	55962	-	ICBHIB_01512	44.3	6.3	PF00070.33|Pyr_redox, PF01266.30|DAO, PF01593.30|Amino_oxidase, PF07992.20|Pyr_redox_2, PF13450.12|NAD_binding_8	PFAM:PF00070.33, PFAM:PF01266.30, PFAM:PF01593.30, PFAM:PF07992.20, PFAM:PF13450.12
contig_25	65217	65345	+	ICBHIB_01522	4.5	11.9		
contig_25	65432	65539	-	ICBHIB_01523	3.9	4.6		
contig_25	65561	67315	-	ICBHIB_01524	64.5	6.4		SO:0001217, UniRef:UniRef50_D7GGN7
contig_25	70148	71113	+	ICBHIB_01527	34.9	10.0		SO:0001217, UniRef:UniRef50_D7GGP1
contig_25	73209	75059	-	ICBHIB_01529	65.5	9.9	PF00004.35|AAA, PF13177.12|DNA_pol3_delta2	PFAM:PF00004.35, PFAM:PF13177.12
contig_25	75937	77382	-	ICBHIB_01531	52.5	5.9		SO:0001217, UniRef:UniRef50_D7GG86
contig_25	91659	91925	+	ICBHIB_01540	9.2	5.1	PF20058.4|DUF6457	PFAM:PF20058.4
contig_25	92087	92419	-	ICBHIB_01541	11.5	6.0		
contig_25	92581	93039	-	ICBHIB_01542	15.9	11.3		
contig_25	93170	93481	-	ICBHIB_01543	11.0	9.1		
contig_25	93640	94245	+	ICBHIB_01544	21.9	5.0	PF00805.28|Pentapeptide, PF13576.12|Pentapeptide_3, PF13599.12|Pentapeptide_4, PF23894.2|LD_SV2	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12, PFAM:PF23894.2
contig_25	94378	95121	-	ICBHIB_01545	25.7	7.0	PF00482.28|T2SSF	PFAM:PF00482.28
contig_25	101280	101753	+	ICBHIB_01551	16.4	9.3	PF07332.16|Phage_holin_3_6	PFAM:PF07332.16
contig_25	101869	102096	+	ICBHIB_01552	7.7	10.0		SO:0001217, UniRef:UniRef50_D7GGA7
contig_25	102212	102991	-	ICBHIB_01553	27.7	4.6		
contig_25	106154	106876	-	ICBHIB_01556	25.2	6.5		
contig_25	113252	113821	-	ICBHIB_01562	20.8	5.3		SO:0001217, UniRef:UniRef50_D7GGB7
contig_25	114340	114672	+	ICBHIB_01563	12.2	5.1	PF01402.27|RHH_1	PFAM:PF01402.27
contig_25	116108	116230	-	ICBHIB_01565	4.2	5.9		
contig_25	120121	120612	+	ICBHIB_01568	17.7	5.3		SO:0001217, UniRef:UniRef50_A0A2C7YQ04
contig_25	123331	123576	-	ICBHIB_01571	8.2	11.2		SO:0001217, UniRef:UniRef50_A0A2C7YQ05
contig_25	124136	124972	+	ICBHIB_01572	28.3	9.7		
contig_25	124994	125875	-	ICBHIB_01573	30.9	9.1	PF07719.23|TPR_2	PFAM:PF07719.23
contig_25	127877	128497	-	ICBHIB_01576	22.1	5.7		
contig_25	134805	135530	-	ICBHIB_01582	26.5	4.8		
contig_25	135734	135997	+	ICBHIB_01583	9.4	4.5		
contig_25	137456	137878	+	ICBHIB_01586	16.1	5.7	PF12952.12|DUF3841	PFAM:PF12952.12
contig_25	145378	145737	+	ICBHIB_01593	13.0	9.4		
contig_26	5213	5713	+	ICBHIB_01598	17.9	8.9		
contig_26	11341	11649	+	ICBHIB_01605	10.8	5.8	PF00731.26|AIRC	PFAM:PF00731.26
contig_26	11619	11900	+	ICBHIB_01606	9.6	10.1	PF00731.26|AIRC	PFAM:PF00731.26
contig_26	14498	15580	+	ICBHIB_01609	37.1	6.8		SO:0001217, UniRef:UniRef50_A0A0A8QH04
contig_27	6575	7456	-	ICBHIB_01616	30.1	9.2		
contig_27	13436	13783	+	ICBHIB_01623	12.5	6.5	PF05239.21|PRC	PFAM:PF05239.21
contig_27	13904	14563	+	ICBHIB_01624	23.8	6.5		
contig_27	24206	24574	+	ICBHIB_01634	12.6	11.9	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_27	24658	25245	+	ICBHIB_01635	20.8	4.8		
contig_27	25242	26048	+	ICBHIB_01636	28.8	9.6	PF01061.29|ABC2_membrane	PFAM:PF01061.29
contig_27	28928	30010	-	ICBHIB_01641	39.9	5.8	PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF12146.15, PFAM:PF12697.13
contig_27	33426	34265	-	ICBHIB_01645	28.2	5.2		
contig_27	36216	36785	+	ICBHIB_01648	20.6	6.1	PF08433.16|KTI12, PF13671.12|AAA_33	PFAM:PF08433.16, PFAM:PF13671.12
contig_27	38694	39182	-	ICBHIB_01650	18.1	8.1	PF09350.15|DJC28_CD	PFAM:PF09350.15
contig_27	51479	51607	-	ICBHIB_01660	4.8	12.0		
contig_27	61824	62435	-	ICBHIB_01670	21.7	5.0	PF13460.12|NAD_binding_10	PFAM:PF13460.12
contig_27	62673	62903	-	ICBHIB_01671	8.0	8.0		
contig_27	66127	66270	-	ICBHIB_01675	5.0	5.6		
contig_27	66242	66502	-	ICBHIB_01676	9.6	5.1		
contig_27	70759	71199	+	ICBHIB_01679	16.0	11.4		
contig_27	71448	72107	+	ICBHIB_01680	24.2	9.2		
contig_27	72122	72493	-	ICBHIB_01681	13.7	5.6		
contig_27	77160	78593	+	ICBHIB_01685	51.7	8.6	PF13476.12|AAA_23, PF13555.12|AAA_29	PFAM:PF13476.12, PFAM:PF13555.12
contig_27	82805	83452	+	ICBHIB_01689	22.6	4.5	PF03358.20|FMN_red	PFAM:PF03358.20
contig_27	86596	86781	-	ICBHIB_01696	6.9	11.3		
contig_27	89274	90092	-	ICBHIB_01703	30.0	10.7	PF00189.25|Ribosomal_S3_C, PF07650.23|KH_2	PFAM:PF00189.25, PFAM:PF07650.23
contig_27	112982	113608	-	ICBHIB_01722	22.2	10.0		
contig_27	118698	119585	-	ICBHIB_01729	32.4	4.3	PF02357.24|NusG	PFAM:PF02357.24
contig_27	127879	128373	-	ICBHIB_01742	17.3	10.7		
contig_27	129452	129838	-	ICBHIB_01744	14.0	11.6		
contig_27	138200	138655	+	ICBHIB_01750	17.3	6.9		
contig_28	4136	4594	+	ICBHIB_01769	17.2	10.2		
contig_28	7551	8648	-	ICBHIB_01772	40.0	10.3		
contig_28	18558	19475	+	ICBHIB_01778	34.1	9.6	PF01061.29|ABC2_membrane	PFAM:PF01061.29
contig_28	25247	25894	+	ICBHIB_01783	22.8	5.2	PF00724.26|Oxidored_FMN	PFAM:PF00724.26
contig_28	25897	26241	+	ICBHIB_01784	12.5	5.9	PF01022.26|HTH_5, PF01047.28|MarR, PF01978.25|TrmB, PF09339.16|HTH_IclR, PF12840.13|HTH_20, PF13412.12|HTH_24	PFAM:PF01022.26, PFAM:PF01047.28, PFAM:PF01978.25, PFAM:PF09339.16, PFAM:PF12840.13, PFAM:PF13412.12
contig_28	26285	26872	+	ICBHIB_01785	20.7	9.8	PF02441.25|Flavoprotein	PFAM:PF02441.25
contig_28	26889	27575	+	ICBHIB_01786	22.6	4.5	PF04127.22|DFP	PFAM:PF04127.22
contig_28	28232	28390	+	ICBHIB_01787	5.6	8.3		
contig_28	45684	45824	+	ICBHIB_01799	4.7	10.1		
contig_28	48452	50065	-	ICBHIB_01805	58.4	9.0		
contig_29	11695	12660	+	ICBHIB_01816	34.0	6.4		
contig_29	16388	16930	-	ICBHIB_01820	18.4	4.4		
contig_29	28023	29096	-	ICBHIB_01830	38.2	5.9	PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00532.27, PFAM:PF13377.12
contig_29	30599	31153	+	ICBHIB_01832	19.5	4.1		SO:0001217, UniRef:UniRef50_D7GIF2
contig_29	32746	33678	+	ICBHIB_01834	30.3	4.9		SO:0001217, UniRef:UniRef50_A0A0A8S0M3
contig_29	33719	33892	-	ICBHIB_01835	6.3	10.8		
contig_29	36476	36763	+	ICBHIB_01837	10.4	8.6	PF01022.26|HTH_5, PF01047.28|MarR, PF01978.25|TrmB, PF09339.16|HTH_IclR, PF12840.13|HTH_20, PF13412.12|HTH_24	PFAM:PF01022.26, PFAM:PF01047.28, PFAM:PF01978.25, PFAM:PF09339.16, PFAM:PF12840.13, PFAM:PF13412.12
contig_29	36866	37297	+	ICBHIB_01838	14.9	6.3	PF02441.25|Flavoprotein	PFAM:PF02441.25
contig_29	37311	38135	-	ICBHIB_01839	28.7	11.2		
contig_29	38158	38406	+	ICBHIB_01840	8.7	4.7	PF04127.22|DFP	PFAM:PF04127.22
contig_29	38686	39057	-	ICBHIB_01841	12.7	10.2		
contig_29	39092	39718	-	ICBHIB_01842	22.9	10.9	PF00440.29|TetR_N	PFAM:PF00440.29
contig_29	42571	42723	-	ICBHIB_01844	5.6	4.3		
contig_29	48723	48926	-	ICBHIB_01849	7.5	4.9		
contig_29	57432	57650	+	ICBHIB_01857	7.4	5.0	PF05532.17|CsbD	PFAM:PF05532.17
contig_29	57838	58893	+	ICBHIB_01858	36.8	10.8		SO:0001217, UniRef:UniRef50_A0A0B7NUG3
contig_29	70678	71340	-	ICBHIB_01869	24.2	5.1	PF00857.26|Isochorismatase	PFAM:PF00857.26
contig_29	73181	73954	-	ICBHIB_01872	27.6	10.9		SO:0001217, UniRef:UniRef50_A0A0A8PMS2
contig_30	6885	7259	-	ICBHIB_01883	14.0	5.0		
contig_30	7602	7973	-	ICBHIB_01884	13.0	9.5		
contig_30	16528	17481	+	ICBHIB_01890	35.5	11.5	PF00665.32|rve, PF13276.12|HTH_21	PFAM:PF00665.32, PFAM:PF13276.12
contig_30	18648	18920	+	ICBHIB_01892	10.6	4.7	PF13683.12|rve_3	PFAM:PF13683.12
contig_30	31744	32115	-	ICBHIB_01901	13.3	9.2		
contig_30	36031	36192	+	ICBHIB_01905	6.0	8.2		
contig_30	45363	46958	+	ICBHIB_01915	58.2	5.8	PF13193.12|AMP-binding_C	PFAM:PF13193.12
contig_30	53783	54550	+	ICBHIB_01923	27.0	11.5		
contig_30	55374	55616	-	ICBHIB_01924	8.7	12.0		
contig_30	63801	64799	+	ICBHIB_01931	35.1	4.7	PF01408.29|GFO_IDH_MocA, PF02894.22|GFO_IDH_MocA_C, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF01408.29, PFAM:PF02894.22, PFAM:PF22725.1
contig_30	73848	75233	+	ICBHIB_01939	50.7	4.8	PF04321.23|RmlD_sub_bind, PF13460.12|NAD_binding_10, PF16363.11|GDP_Man_Dehyd	PFAM:PF04321.23, PFAM:PF13460.12, PFAM:PF16363.11
contig_30	78267	78548	+	ICBHIB_01940	9.0	11.1		
contig_30	79534	79794	-	ICBHIB_01943	8.4	5.5		
contig_30	79742	80830	-	ICBHIB_01944	37.9	8.4		
contig_30	82520	83338	-	ICBHIB_01947	29.2	5.0	PF08501.16|Shikimate_dh_N	PFAM:PF08501.16
contig_30	93011	93238	+	ICBHIB_01956	8.5	6.7	PF14542.12|Acetyltransf_CG	PFAM:PF14542.12
contig_30	93327	93560	+	ICBHIB_01957	8.6	5.2	PF06902.16|Fer4_19	PFAM:PF06902.16
contig_30	94918	95529	+	ICBHIB_01960	22.4	6.4	PF00929.31|RNase_T	PFAM:PF00929.31
contig_30	107415	107564	-	ICBHIB_01968	5.2	4.4		
contig_30	107543	108040	-	ICBHIB_01969	18.3	7.8	PF00440.29|TetR_N	PFAM:PF00440.29
contig_30	117677	117976	+	ICBHIB_01975	10.1	4.2		
contig_30	118011	118220	+	ICBHIB_01976	7.2	12.0		
contig_30	118292	118426	+	ICBHIB_01977	4.5	12.0		
contig_30	118512	118712	+	ICBHIB_01978	7.1	11.7		
contig_30	118967	119614	+	ICBHIB_01979	22.6	6.2	PF13338.12|AbiEi_4	PFAM:PF13338.12
contig_30	125198	126505	-	ICBHIB_01985	48.4	7.0		
contig_30	129125	129562	+	ICBHIB_01988	14.5	12.0		
contig_30	129566	130009	-	ICBHIB_01989	16.4	9.6		
contig_30	130083	130748	+	ICBHIB_01990	22.9	4.1		
contig_30	130745	131317	+	ICBHIB_01991	21.3	9.6	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
contig_30	132933	133832	+	ICBHIB_01994	33.2	10.8	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_30	147520	148272	-	ICBHIB_02005	27.1	10.2		
contig_31	3167	3427	+	ICBHIB_02008	9.3	6.3	PF20555.3|DUF6767	PFAM:PF20555.3
contig_31	5179	5886	-	ICBHIB_02011	24.2	5.1		
contig_31	5868	6152	-	ICBHIB_02012	9.8	5.2		
contig_31	12700	13230	+	ICBHIB_02017	19.1	9.0		SO:0001217, UniRef:UniRef50_A0A7X7V7E9
contig_31	16682	17281	-	ICBHIB_02020	21.8	4.5		
contig_31	29283	30017	+	ICBHIB_02037	25.9	5.3		
contig_31	31166	31900	+	ICBHIB_02040	27.1	9.0		
contig_31	31902	32363	+	ICBHIB_02041	16.6	4.1	PF02577.19|BFN_dom	PFAM:PF02577.19
contig_31	40649	41263	-	ICBHIB_02047	22.4	9.0	PF00440.29|TetR_N	PFAM:PF00440.29
contig_31	42806	45391	-	ICBHIB_02050	90.6	6.0	PF00155.27|Aminotran_1_2, PF01656.29|CbiA, PF07685.20|GATase_3, PF13500.12|AAA_26	PFAM:PF00155.27, PFAM:PF01656.29, PFAM:PF07685.20, PFAM:PF13500.12
contig_31	45984	47429	-	ICBHIB_02052	51.7	4.9	PF01656.29|CbiA, PF07685.20|GATase_3, PF13500.12|AAA_26	PFAM:PF01656.29, PFAM:PF07685.20, PFAM:PF13500.12
contig_31	50941	51798	+	ICBHIB_02056	29.9	4.7		
contig_31	52071	52775	+	ICBHIB_02058	24.6	10.1		
contig_31	52882	53838	-	ICBHIB_02059	32.7	5.2		
contig_31	55646	55978	-	ICBHIB_02061	11.5	6.8		
contig_31	56881	58749	+	ICBHIB_02063	68.2	6.2	PF01807.25|Zn_ribbon_DnaG, PF08275.17|DNAG_N, PF08278.16|DnaG_DnaB_bind, PF10410.14|DnaB_bind, PF13662.12|Toprim_4	PFAM:PF01807.25, PFAM:PF08275.17, PFAM:PF08278.16, PFAM:PF10410.14, PFAM:PF13662.12
contig_31	59756	60322	+	ICBHIB_02065	20.4	5.6		SO:0001217, UniRef:UniRef50_D7GDW6
contig_31	62091	62513	+	ICBHIB_02068	14.6	7.8		
contig_31	74520	75380	+	ICBHIB_02081	30.4	5.0	PF00218.27|IGPS, PF01070.24|FMN_dh	PFAM:PF00218.27, PFAM:PF01070.24
contig_31	84621	85292	-	ICBHIB_02087	22.6	11.4	PF03729.18|DUF308	PFAM:PF03729.18, SO:0001217, UniRef:UniRef50_D7GDU5
contig_31	94955	95542	-	ICBHIB_02094	20.8	4.9		
contig_31	120681	120848	-	ICBHIB_02116	6.5	5.5		
contig_31	122278	122892	+	ICBHIB_02118	22.6	9.6	PF02631.22|RecX_HTH2, PF21982.2|RecX_HTH1	PFAM:PF02631.22, PFAM:PF21982.2
contig_31	123054	124589	+	ICBHIB_02119	55.8	5.3	PF00013.35|KH_1, PF12072.13|RNase_Y_N	PFAM:PF00013.35, PFAM:PF12072.13
contig_31	133698	134465	+	ICBHIB_02127	24.7	11.8		SO:0001217, UniRef:UniRef50_A0A2C7ZAN3
contig_31	153895	154788	-	ICBHIB_02139	32.7	5.1		
contig_31	154757	155236	-	ICBHIB_02140	17.0	9.0		
contig_31	155705	156508	+	ICBHIB_02141	29.0	5.3	PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00532.27, PFAM:PF13377.12
contig_31	157899	159428	+	ICBHIB_02143	55.7	9.0	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4	PFAM:PF04542.20, PFAM:PF04545.22
contig_31	160627	160818	-	ICBHIB_02145	6.8	8.6	PF24254.1|DUF7455	PFAM:PF24254.1
contig_31	171759	172079	-	ICBHIB_02154	11.1	9.4		
contig_31	173187	173567	+	ICBHIB_02156	13.8	10.7		
contig_32	3866	4174	+	ICBHIB_02161	11.5	6.8		
contig_32	5757	5954	+	ICBHIB_02164	6.8	9.5		
contig_32	10985	11407	+	ICBHIB_02168	14.1	4.4		
contig_32	11364	11657	+	ICBHIB_02169	10.4	4.7		
contig_32	11675	12730	-	ICBHIB_02170	38.4	8.3		SO:0001217, UniRef:UniRef50_D7GHM5
contig_32	12813	12971	+	ICBHIB_02171	5.8	9.5	PF07332.16|Phage_holin_3_6	PFAM:PF07332.16
contig_32	12968	13531	+	ICBHIB_02172	19.5	4.6		
contig_32	14735	14989	+	ICBHIB_02174	8.8	4.1		
contig_32	16513	16686	+	ICBHIB_02176	5.7	5.0		
contig_32	16701	17522	+	ICBHIB_02177	30.3	5.2	PF01408.29|GFO_IDH_MocA, PF02894.22|GFO_IDH_MocA_C, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF01408.29, PFAM:PF02894.22, PFAM:PF22725.1
contig_32	38573	39265	-	ICBHIB_02192	23.9	6.4	PF00005.33|ABC_tran, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF13304.12
contig_32	39262	40275	-	ICBHIB_02193	33.8	5.6		SO:0001217, UniRef:UniRef50_A0A2C7AS16
contig_32	41820	42083	-	ICBHIB_02196	9.7	4.2		
contig_32	42400	42570	-	ICBHIB_02197	6.2	12.0		
contig_32	49160	49576	+	ICBHIB_02203	14.7	5.0	PF00085.26|Thioredoxin	PFAM:PF00085.26
contig_33	23880	24083	-	ICBHIB_02225	6.8	12.0		
contig_33	24200	25045	+	ICBHIB_02226	29.2	11.1		
contig_33	30208	31110	-	ICBHIB_02233	32.2	5.4	PF10128.15|OpcA_G6PD_assem, PF20171.3|OpcA_G6PD_C	PFAM:PF10128.15, PFAM:PF20171.3
contig_33	50263	51012	-	ICBHIB_02254	26.2	5.8		SO:0001217, UniRef:UniRef50_D7GEM3
contig_33	53226	54119	+	ICBHIB_02257	32.4	5.5	PF22435.1|MRM3-like_sub_bind	PFAM:PF22435.1
contig_33	61137	61442	-	ICBHIB_02262	10.6	4.8		SO:0001217, UniRef:UniRef50_A0A1J6XBV7
contig_33	61737	62186	+	ICBHIB_02263	15.7	9.3		
contig_33	62220	62840	-	ICBHIB_02264	22.7	5.3	PF01327.26|Pep_deformylase	PFAM:PF01327.26
contig_33	65040	65207	-	ICBHIB_02267	5.9	4.6		
contig_33	65179	65331	-	ICBHIB_02268	5.3	7.9		
contig_33	68595	68885	-	ICBHIB_02272	10.5	4.1	PF22743.1|PspAA	PFAM:PF22743.1
contig_33	69976	70317	+	ICBHIB_02274	12.0	11.5	PF08669.17|GCV_T_C	PFAM:PF08669.17
contig_33	70472	70687	-	ICBHIB_02275	7.5	4.1		
contig_33	72332	72622	+	ICBHIB_02278	10.5	4.1	PF22743.1|PspAA	PFAM:PF22743.1
contig_33	77495	77920	-	ICBHIB_02284	14.7	9.5		
contig_33	78060	78743	-	ICBHIB_02285	23.6	6.8		
contig_33	78769	79437	-	ICBHIB_02286	23.9	11.2		SO:0001217, UniRef:UniRef50_D7GEW7
contig_33	82801	83070	-	ICBHIB_02290	9.7	4.4	PF01037.27|AsnC_trans_reg	PFAM:PF01037.27
contig_33	91992	93062	-	ICBHIB_02298	37.5	5.1	PF00348.22|polyprenyl_synt	PFAM:PF00348.22
contig_33	96427	96828	+	ICBHIB_02301	14.9	5.7	PF20114.4|DUF6504	PFAM:PF20114.4
contig_33	114777	116219	+	ICBHIB_02315	51.2	5.6	PF01225.30|Mur_ligase, PF02875.26|Mur_ligase_C, PF08245.18|Mur_ligase_M	PFAM:PF01225.30, PFAM:PF02875.26, PFAM:PF08245.18
contig_33	119356	119877	+	ICBHIB_02319	18.9	4.6		
contig_33	119881	120174	+	ICBHIB_02320	10.9	10.9		
contig_33	121869	122414	+	ICBHIB_02323	19.2	6.6		
