#Annotated with Bakta v1.11.3, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_12	88945	89280	-	BPMOEK_01270	12.2	4.2	PF00085.26|Thioredoxin, PF13098.12|Thioredoxin_2, PF13905.12|Thioredoxin_8	PFAM:PF00085.26, PFAM:PF13098.12, PFAM:PF13905.12
contig_12	91414	91800	-	BPMOEK_01273	12.5	12.0		
contig_12	93570	93911	+	BPMOEK_01275	12.1	9.8		
contig_12	93989	94768	-	BPMOEK_01276	27.7	4.7		
contig_12	95385	96413	+	BPMOEK_01278	35.0	5.7		
contig_12	100646	101545	-	BPMOEK_01281	32.7	5.1	PF00395.25|SLH	PFAM:PF00395.25
contig_12	117607	118197	+	BPMOEK_01292	19.4	6.2		
contig_12	118288	118872	+	BPMOEK_01293	20.5	4.6	PF00440.29|TetR_N, PF02909.22|TetR_C_1	PFAM:PF00440.29, PFAM:PF02909.22
contig_12	122912	123649	+	BPMOEK_01296	26.1	8.9	PF17844.6|SCP_3	PFAM:PF17844.6
contig_12	135371	135934	+	BPMOEK_01308	21.2	4.7		
contig_12	142758	143150	-	BPMOEK_01316	13.8	4.7		
contig_12	153081	153527	+	BPMOEK_01326	17.2	5.8		SO:0001217, UniRef:UniRef50_D7GF18
contig_12	161101	161733	-	BPMOEK_01332	22.7	8.9	PF01047.28|MarR, PF13463.12|HTH_27	PFAM:PF01047.28, PFAM:PF13463.12
contig_12	165330	165572	-	BPMOEK_01337	8.7	11.1		
contig_12	169204	169428	+	BPMOEK_01341	8.5	11.1		
contig_12	179511	179726	+	BPMOEK_01349	8.6	5.6		
contig_12	184153	184551	-	BPMOEK_01355	14.0	4.7	PF01266.30|DAO	PFAM:PF01266.30
contig_12	184505	185407	-	BPMOEK_01356	31.9	6.2	PF00070.33|Pyr_redox, PF01266.30|DAO, PF07992.20|Pyr_redox_2, PF13450.12|NAD_binding_8	PFAM:PF00070.33, PFAM:PF01266.30, PFAM:PF07992.20, PFAM:PF13450.12
contig_12	186745	186918	+	BPMOEK_01358	5.8	4.2		
contig_12	189403	191088	+	BPMOEK_01361	60.4	7.9	PF01266.30|DAO, PF07992.20|Pyr_redox_2, PF13450.12|NAD_binding_8	PFAM:PF01266.30, PFAM:PF07992.20, PFAM:PF13450.12
contig_12	200429	200653	-	BPMOEK_01371	7.5	4.1		
contig_12	201441	201998	-	BPMOEK_01372	19.6	5.6		
contig_12	208347	209618	-	BPMOEK_01377	45.4	5.1		
contig_12	209768	211117	+	BPMOEK_01378	48.4	5.6		
contig_12	215548	216066	-	BPMOEK_01384	18.9	4.6	PF04266.20|ASCH	PFAM:PF04266.20
contig_12	221122	223599	-	BPMOEK_01389	87.1	9.5		
contig_13	1	741	+	BPMOEK_01391	25.3	5.1		
contig_13	2576	3184	-	BPMOEK_01395	21.6	5.3	PF00300.27|His_Phos_1	PFAM:PF00300.27
contig_13	3184	3567	-	BPMOEK_01396	14.1	4.6		
contig_13	3564	4334	-	BPMOEK_01397	28.0	5.1	PF01467.32|CTP_transf_like	PFAM:PF01467.32
contig_13	5659	6327	-	BPMOEK_01399	24.1	8.3		
contig_13	10093	12879	-	BPMOEK_01404	101.2	6.3		
contig_13	13949	14404	-	BPMOEK_01406	16.7	6.9	PF01047.28|MarR	PFAM:PF01047.28
contig_13	31489	31833	+	BPMOEK_01420	12.4	11.2		SO:0001217, UniRef:UniRef50_A0A375I2Y1
contig_13	40423	40614	+	BPMOEK_01430	6.8	11.8		
contig_13	40849	42402	+	BPMOEK_01431	54.7	4.8		SO:0001217, UniRef:UniRef50_D7GCT4
contig_13	42732	43043	+	BPMOEK_01432	10.9	9.7		
contig_13	43086	43250	+	BPMOEK_01433	5.3	4.4		
contig_13	50886	51020	-	BPMOEK_01440	4.7	9.9		
contig_13	51131	51739	-	BPMOEK_01441	22.3	5.3		SO:0001217, UniRef:UniRef50_A0A1H9Q6B8
contig_13	57379	57873	-	BPMOEK_01447	17.5	10.6		
contig_13	65673	66449	-	BPMOEK_01455	27.9	5.3		
contig_13	72050	72712	+	BPMOEK_01461	24.3	11.5		
contig_14	5803	6552	-	BPMOEK_01475	26.2	5.8		SO:0001217, UniRef:UniRef50_D7GEM3
contig_14	8765	9658	+	BPMOEK_01478	32.4	5.5	PF22435.1|MRM3-like_sub_bind	PFAM:PF22435.1
contig_14	16676	16981	-	BPMOEK_01483	10.6	4.8		SO:0001217, UniRef:UniRef50_A0A1J6XBV7
contig_14	17276	17725	+	BPMOEK_01484	15.7	9.3		
contig_14	17759	18379	-	BPMOEK_01485	22.7	5.3	PF01327.26|Pep_deformylase	PFAM:PF01327.26
contig_14	20976	21953	+	BPMOEK_01488	35.6	5.1		
contig_14	33012	33485	+	BPMOEK_01499	17.2	4.9	PF02576.22|RimP_N, PF17384.8|DUF150_C	PFAM:PF02576.22, PFAM:PF17384.8
contig_14	34692	34889	+	BPMOEK_01501	7.3	11.7		
contig_14	47881	48369	-	BPMOEK_01512	17.7	4.8		
contig_14	57892	61437	+	BPMOEK_01524	128.0	5.2	PF02463.25|SMC_N, PF06470.18|SMC_hinge, PF13175.12|AAA_15, PF13304.12|AAA_21, PF13476.12|AAA_23, PF13555.12|AAA_29	PFAM:PF02463.25, PFAM:PF06470.18, PFAM:PF13175.12, PFAM:PF13304.12, PFAM:PF13476.12, PFAM:PF13555.12
contig_14	61519	61716	+	BPMOEK_01525	7.3	11.7		
contig_14	61808	62962	+	BPMOEK_01526	40.0	4.8	PF00448.28|SRP54, PF02881.24|SRP54_N	PFAM:PF00448.28, PFAM:PF02881.24
contig_14	79517	79903	+	BPMOEK_01545	13.8	5.2		
contig_14	81325	81822	-	BPMOEK_01547	17.0	7.8		
contig_14	81869	82192	-	BPMOEK_01548	11.1	10.0		
contig_14	89371	89853	-	BPMOEK_01556	16.8	10.9		
contig_14	90159	90887	+	BPMOEK_01557	27.6	9.4	PF00707.27|IF3_C, PF05198.21|IF3_N	PFAM:PF00707.27, PFAM:PF05198.21
contig_14	92437	92613	+	BPMOEK_01561	6.1	11.2		
contig_14	105911	106300	-	BPMOEK_01572	13.3	4.2	PF00364.28|Biotin_lipoyl	PFAM:PF00364.28
contig_14	107877	108092	-	BPMOEK_01574	7.5	4.1		
contig_14	109737	110027	+	BPMOEK_01577	10.5	4.1	PF22743.1|PspAA	PFAM:PF22743.1
contig_14	114900	115325	-	BPMOEK_01583	14.7	9.5		
contig_14	115465	116148	-	BPMOEK_01584	23.6	6.8		
contig_14	116174	116842	-	BPMOEK_01585	23.9	11.2		SO:0001217, UniRef:UniRef50_D7GEW7
contig_14	120206	120475	-	BPMOEK_01589	9.7	4.4	PF01037.27|AsnC_trans_reg	PFAM:PF01037.27
contig_14	129397	130467	-	BPMOEK_01597	37.5	5.1	PF00348.22|polyprenyl_synt	PFAM:PF00348.22
contig_14	133832	134233	+	BPMOEK_01600	14.9	5.7	PF20114.4|DUF6504	PFAM:PF20114.4
contig_14	152182	153624	+	BPMOEK_01614	51.2	5.6	PF01225.30|Mur_ligase, PF02875.26|Mur_ligase_C, PF08245.18|Mur_ligase_M	PFAM:PF01225.30, PFAM:PF02875.26, PFAM:PF08245.18
contig_14	156761	157282	+	BPMOEK_01618	18.9	4.6		
contig_14	157286	157579	+	BPMOEK_01619	10.9	10.9		
contig_14	159274	159819	+	BPMOEK_01622	19.2	6.6		
contig_14	191289	191492	-	BPMOEK_01648	6.8	12.0		
contig_14	191609	192454	+	BPMOEK_01649	29.2	11.1		
contig_14	197617	198519	-	BPMOEK_01656	32.2	5.4	PF10128.15|OpcA_G6PD_assem, PF20171.3|OpcA_G6PD_C	PFAM:PF10128.15, PFAM:PF20171.3
contig_15	797	1087	+	BPMOEK_01671	10.2	10.6		
contig_15	1115	1393	+	BPMOEK_01672	9.7	10.2		
contig_15	1550	2449	-	BPMOEK_01673	32.2	6.1		
contig_15	2404	2556	-	BPMOEK_01674	5.6	10.6		
contig_15	2629	3261	+	BPMOEK_01675	22.3	11.5		
contig_15	3486	4481	+	BPMOEK_01676	36.3	10.3		
contig_15	8874	9326	-	BPMOEK_01680	16.1	9.4	PF01281.25|Ribosomal_L9_N, PF03948.19|Ribosomal_L9_C	PFAM:PF01281.25, PFAM:PF03948.19
contig_15	12902	13198	+	BPMOEK_01685	10.6	4.1		
contig_15	13270	13629	-	BPMOEK_01686	13.4	5.1		
contig_15	15658	15771	+	BPMOEK_01689	3.8	4.1		
contig_15	15768	15914	+	BPMOEK_01690	5.3	5.9		
contig_15	15890	16276	+	BPMOEK_01691	12.9	5.8	PF00857.26|Isochorismatase	PFAM:PF00857.26
contig_15	16151	16684	-	BPMOEK_01692	19.3	11.0	PF01408.29|GFO_IDH_MocA	PFAM:PF01408.29
contig_15	16816	17859	-	BPMOEK_01693	36.9	6.0	PF00356.27|LacI, PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00356.27, PFAM:PF00532.27, PFAM:PF13377.12
contig_15	17886	18704	-	BPMOEK_01694	29.0	5.1	PF00581.25|Rhodanese	PFAM:PF00581.25
contig_15	22413	24446	+	BPMOEK_01697	71.7	8.8		
contig_15	24263	24700	-	BPMOEK_01698	15.6	5.0		
contig_15	24711	26285	-	BPMOEK_01699	59.0	4.8		
contig_15	27436	27792	+	BPMOEK_01701	12.3	11.1		
contig_15	29480	30160	+	BPMOEK_01704	22.8	8.0		
contig_16	5447	6094	+	BPMOEK_01709	22.6	4.5	PF03358.20|FMN_red	PFAM:PF03358.20
contig_16	9238	9423	-	BPMOEK_01716	6.9	11.3		
contig_16	11916	12734	-	BPMOEK_01723	30.0	10.7	PF00189.25|Ribosomal_S3_C, PF07650.23|KH_2	PFAM:PF00189.25, PFAM:PF07650.23
contig_16	35624	36250	-	BPMOEK_01742	22.2	10.0		
contig_16	41305	42192	-	BPMOEK_01749	32.4	4.3	PF02357.24|NusG	PFAM:PF02357.24
contig_16	50486	50980	-	BPMOEK_01762	17.3	10.7		
contig_16	52059	52445	-	BPMOEK_01764	14.0	11.6		
contig_16	60350	60733	+	BPMOEK_01769	13.0	4.1		
contig_16	60806	61261	+	BPMOEK_01770	17.3	6.9		
contig_16	86433	87314	-	BPMOEK_01792	30.1	9.2		
contig_16	93294	93641	+	BPMOEK_01799	12.5	6.5	PF05239.21|PRC	PFAM:PF05239.21
contig_16	93762	94421	+	BPMOEK_01800	23.8	6.5		
contig_16	104065	104433	+	BPMOEK_01810	12.6	11.9	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_16	104517	105104	+	BPMOEK_01811	20.8	4.8		
contig_16	105101	105907	+	BPMOEK_01812	28.8	9.6	PF01061.29|ABC2_membrane	PFAM:PF01061.29
contig_16	108813	109895	-	BPMOEK_01817	39.9	5.8	PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF12146.15, PFAM:PF12697.13
contig_16	113311	114150	-	BPMOEK_01821	28.2	5.2		
contig_16	116101	116670	+	BPMOEK_01824	20.6	6.1	PF08433.16|KTI12, PF13671.12|AAA_33	PFAM:PF08433.16, PFAM:PF13671.12
contig_16	118579	119067	-	BPMOEK_01826	18.1	8.1	PF09350.15|DJC28_CD	PFAM:PF09350.15
contig_16	131364	131492	-	BPMOEK_01836	4.8	12.0		
contig_16	141709	142320	-	BPMOEK_01846	21.7	5.0	PF13460.12|NAD_binding_10	PFAM:PF13460.12
contig_16	142558	142788	-	BPMOEK_01847	8.0	8.0		
contig_16	145997	146140	-	BPMOEK_01851	5.0	5.6		
contig_16	146112	146372	-	BPMOEK_01852	9.6	5.1		
contig_16	150629	151069	+	BPMOEK_01855	16.0	11.4		
contig_16	151318	151977	+	BPMOEK_01856	24.2	9.2		
contig_16	151992	152363	-	BPMOEK_01857	13.7	5.6		
contig_16	157030	157497	+	BPMOEK_01861	16.6	10.8	PF13476.12|AAA_23, PF13555.12|AAA_29	PFAM:PF13476.12, PFAM:PF13555.12
contig_16	163019	163519	-	BPMOEK_01868	17.9	8.9		
contig_16	169521	170603	-	BPMOEK_01873	37.1	6.8		SO:0001217, UniRef:UniRef50_A0A0A8QH04
contig_16	179246	179764	-	BPMOEK_01884	19.1	10.1		
contig_16	180810	181892	+	BPMOEK_01886	37.8	10.6		
contig_16	181949	182446	+	BPMOEK_01887	17.7	9.8		
contig_16	186649	187149	+	BPMOEK_01892	18.1	5.0	PF00293.34|NUDIX	PFAM:PF00293.34
contig_16	187240	187719	-	BPMOEK_01893	16.2	5.5		
contig_16	188000	188215	+	BPMOEK_01894	7.9	9.8		
contig_16	199883	200281	-	BPMOEK_01902	14.0	9.2		
contig_16	202354	202524	-	BPMOEK_01904	5.7	4.7		
contig_16	203041	203406	+	BPMOEK_01906	14.0	6.4	PF09278.17|MerR-DNA-bind	PFAM:PF09278.17
contig_16	203579	204034	+	BPMOEK_01907	17.0	8.9		
contig_16	207845	208777	+	BPMOEK_01911	33.2	4.5	PF00378.25|ECH_1, PF16113.10|ECH_2	PFAM:PF00378.25, PFAM:PF16113.10
contig_16	208853	209368	-	BPMOEK_01912	19.1	4.5		
contig_16	210548	211492	-	BPMOEK_01914	31.2	4.6		
contig_16	218626	218949	-	BPMOEK_01921	11.4	11.8		
contig_16	231939	232190	+	BPMOEK_01932	8.8	10.3		
contig_16	234707	234997	+	BPMOEK_01935	10.7	5.6	PF04024.17|PspC	PFAM:PF04024.17
contig_16	237229	237492	+	BPMOEK_01938	8.7	12.0		
contig_16	240254	240937	-	BPMOEK_01941	23.8	10.7		
contig_16	240937	241311	-	BPMOEK_01942	12.9	4.8		
contig_16	242978	243958	-	BPMOEK_01944	34.1	4.8	PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00532.27, PFAM:PF13377.12
contig_16	244202	245239	-	BPMOEK_01945	37.0	6.2	PF00356.27|LacI, PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00356.27, PFAM:PF00532.27, PFAM:PF13377.12
contig_16	246856	246954	-	BPMOEK_01947	3.5	4.8		
contig_16	251948	253018	-	BPMOEK_01953	37.1	6.6		SO:0001217, UniRef:UniRef50_D7GCC3
contig_16	253031	254743	-	BPMOEK_01954	58.7	5.6		SO:0001217, UniRef:UniRef50_D7GCC2
contig_16	254768	256084	-	BPMOEK_01955	45.8	4.6	PF13240.11|Zn_Ribbon_1, PF13248.11|Zn_ribbon_3	PFAM:PF13240.11, PFAM:PF13248.11
contig_16	294257	294808	+	BPMOEK_01988	18.3	4.7		
contig_16	302133	303218	+	BPMOEK_01995	37.8	5.3	PF03990.20|DUF348, PF06737.19|Transglycosylas, PF07501.17|G5	PFAM:PF03990.20, PFAM:PF06737.19, PFAM:PF07501.17
contig_16	304596	305183	-	BPMOEK_01997	21.4	9.6		
contig_16	308087	308200	-	BPMOEK_02002	4.4	11.8	PF00444.23|Ribosomal_L36	PFAM:PF00444.23
contig_16	308873	309157	+	BPMOEK_02004	10.6	4.8	PF03795.20|YCII	PFAM:PF03795.20
contig_16	309188	309574	-	BPMOEK_02005	13.6	5.0	PF08044.16|DUF1707	PFAM:PF08044.16
contig_16	313917	314129	-	BPMOEK_02010	7.4	6.1		
contig_16	314241	314630	-	BPMOEK_02011	14.3	7.8		
contig_17	22511	22882	+	BPMOEK_02029	12.4	5.4	PF00364.28|Biotin_lipoyl, PF13533.12|Biotin_lipoyl_2	PFAM:PF00364.28, PFAM:PF13533.12
contig_17	45989	46390	+	BPMOEK_02050	14.0	4.5		
contig_17	53617	54630	+	BPMOEK_02056	36.2	7.7	PF09335.16|VTT_dom	PFAM:PF09335.16, SO:0001217, UniRef:UniRef50_D7GFN6
contig_17	65414	65629	+	BPMOEK_02065	7.8	12.0		
contig_17	65590	66531	-	BPMOEK_02066	33.4	9.8		
contig_17	68451	68825	+	BPMOEK_02068	13.3	4.3		
contig_17	68927	69295	+	BPMOEK_02069	13.0	7.8		
contig_17	81133	81324	-	BPMOEK_02080	7.1	4.9		
contig_17	86942	87121	-	BPMOEK_02086	5.9	10.0		
contig_17	95920	96135	+	BPMOEK_02095	7.6	11.9		
contig_17	111778	112404	+	BPMOEK_02107	23.1	11.6		
contig_17	113909	114184	+	BPMOEK_02109	9.0	5.9		
contig_17	114145	114312	-	BPMOEK_02110	6.1	8.0		
contig_17	115758	117050	-	BPMOEK_02112	43.6	11.6		SO:0001217, UniRef:UniRef50_D7GFU3
contig_17	129404	129751	+	BPMOEK_02122	12.5	9.1		
contig_18	2918	4342	+	BPMOEK_02125	49.7	5.7	PF00905.27|Transpeptidase, PF21922.1|PBP_dimer_2	PFAM:PF00905.27, PFAM:PF21922.1
contig_18	7631	8011	-	BPMOEK_02128	13.3	9.8		
contig_18	8215	8565	-	BPMOEK_02129	11.9	11.5		
contig_18	11977	12450	+	BPMOEK_02133	17.3	10.1	PF16697.10|Yop-YscD_cpl	PFAM:PF16697.10
contig_19	2133	3977	+	BPMOEK_02135	64.1	5.2		SO:0001217, UniRef:UniRef50_D7GH67
contig_19	3974	5128	+	BPMOEK_02136	41.8	10.9		SO:0001217, UniRef:UniRef50_A0A383SAP2
contig_19	10315	12801	-	BPMOEK_02141	86.0	5.1	PF00395.25|SLH, PF12799.13|LRR_4, PF13855.12|LRR_8, PF14580.12|LRR_9, PF23952.1|LRR_EndoS	PFAM:PF00395.25, PFAM:PF12799.13, PFAM:PF13855.12, PFAM:PF14580.12, PFAM:PF23952.1
contig_19	14203	16005	-	BPMOEK_02143	61.2	5.2	PF12799.13|LRR_4, PF13855.12|LRR_8, PF14580.12|LRR_9, PF23211.1|LRR_LRWD1, PF23952.1|LRR_EndoS	PFAM:PF12799.13, PFAM:PF13855.12, PFAM:PF14580.12, PFAM:PF23211.1, PFAM:PF23952.1
contig_19	19011	19370	+	BPMOEK_02147	13.4	5.1		
contig_19	19442	19738	-	BPMOEK_02148	10.6	4.1		
contig_19	24458	24787	-	BPMOEK_02152	12.7	5.5		
contig_19	30950	31564	+	BPMOEK_02156	20.7	4.6		SO:0001217, UniRef:UniRef50_D7GH78
contig_19	37292	37723	-	BPMOEK_02161	15.4	10.6		
contig_19	39122	40792	-	BPMOEK_02163	62.9	5.4	PF13910.11|DUF4209, PF24098.1|DUF7380	PFAM:PF13910.11, PFAM:PF24098.1
contig_20	1	789	+	BPMOEK_02165	28.2	7.9	PF00724.26|Oxidored_FMN	PFAM:PF00724.26
contig_20	2035	2289	-	BPMOEK_02167	8.8	4.1		
contig_20	3493	4056	-	BPMOEK_02169	19.5	4.6		
contig_20	4053	4211	-	BPMOEK_02170	5.8	9.5	PF07332.16|Phage_holin_3_6	PFAM:PF07332.16
contig_20	4294	5349	+	BPMOEK_02171	38.4	8.3		SO:0001217, UniRef:UniRef50_D7GHM5
contig_20	5367	5660	-	BPMOEK_02172	10.4	4.7		
contig_20	5617	6039	-	BPMOEK_02173	14.1	4.4		
contig_20	11070	11267	-	BPMOEK_02177	6.8	9.5		
contig_20	11316	11660	+	BPMOEK_02178	13.0	9.9		
contig_20	12850	13158	-	BPMOEK_02180	11.5	6.8		
contig_20	14592	15320	-	BPMOEK_02182	26.9	5.8	PF01408.29|GFO_IDH_MocA, PF02894.22|GFO_IDH_MocA_C, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF01408.29, PFAM:PF02894.22, PFAM:PF22725.1
contig_20	15335	15508	-	BPMOEK_02183	5.7	5.0		
contig_20	17057	17191	+	BPMOEK_02185	4.8	4.6		
contig_20	25749	26057	+	BPMOEK_02192	11.5	4.7		
contig_20	26022	26270	-	BPMOEK_02193	8.6	6.5		
contig_20	26327	26479	-	BPMOEK_02194	5.6	10.7		
contig_20	26905	27408	-	BPMOEK_02195	18.3	5.4	PF06778.18|Chlor_dismutase	PFAM:PF06778.18
contig_20	27389	27805	-	BPMOEK_02196	14.6	10.8		
contig_20	37253	37597	-	BPMOEK_02204	12.5	5.9	PF01022.26|HTH_5, PF01047.28|MarR, PF01978.25|TrmB, PF09339.16|HTH_IclR, PF12840.13|HTH_20, PF13412.12|HTH_24	PFAM:PF01022.26, PFAM:PF01047.28, PFAM:PF01978.25, PFAM:PF09339.16, PFAM:PF12840.13, PFAM:PF13412.12
contig_20	37600	38247	-	BPMOEK_02205	22.8	5.2	PF00724.26|Oxidored_FMN	PFAM:PF00724.26
contig_20	51117	51497	-	BPMOEK_02217	13.1	9.5		
contig_21	2009	2422	+	BPMOEK_02222	14.8	5.8	PF13377.12|Peripla_BP_3	PFAM:PF13377.12
contig_22	7261	7605	+	BPMOEK_02229	12.5	10.7	PF02698.23|DUF218	PFAM:PF02698.23
contig_23	3401	3730	-	BPMOEK_02233	12.1	5.3	PF01402.27|RHH_1	PFAM:PF01402.27
contig_23	4252	4821	+	BPMOEK_02234	21.0	5.2		SO:0001217, UniRef:UniRef50_D7GGB7
contig_23	11200	11922	+	BPMOEK_02240	25.2	6.5		
contig_23	15085	15864	+	BPMOEK_02243	27.7	4.6		
contig_23	15980	16207	-	BPMOEK_02244	7.7	10.0		SO:0001217, UniRef:UniRef50_D7GGA7
contig_23	16323	16796	-	BPMOEK_02245	16.4	9.3	PF07332.16|Phage_holin_3_6	PFAM:PF07332.16
contig_23	22955	23698	+	BPMOEK_02251	25.7	7.0	PF00482.28|T2SSF	PFAM:PF00482.28
contig_23	23831	24436	-	BPMOEK_02252	21.9	5.0	PF00805.28|Pentapeptide, PF13576.12|Pentapeptide_3, PF13599.12|Pentapeptide_4, PF23894.2|LD_SV2	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12, PFAM:PF23894.2
contig_23	24595	24906	+	BPMOEK_02253	11.0	9.1		
contig_23	25037	25495	+	BPMOEK_02254	15.9	11.3		
contig_23	25657	25989	+	BPMOEK_02255	11.5	6.0		
contig_23	26151	26417	-	BPMOEK_02256	9.2	5.1	PF20058.4|DUF6457	PFAM:PF20058.4
contig_23	40685	42130	+	BPMOEK_02265	52.6	6.1		SO:0001217, UniRef:UniRef50_D7GG86
contig_23	44323	44769	-	BPMOEK_02268	16.1	9.5	PF10996.14|Beta-Casp	PFAM:PF10996.14
contig_23	44811	44951	-	BPMOEK_02269	5.2	4.8		
contig_23	45030	45785	-	BPMOEK_02270	27.2	5.2	PF00367.25|PTS_EIIB	PFAM:PF00367.25
contig_23	57268	57705	+	BPMOEK_02281	15.7	10.7		
contig_23	63045	63425	+	BPMOEK_02285	13.1	11.1		
contig_23	63496	64131	+	BPMOEK_02286	23.0	7.0		
contig_23	64866	65978	+	BPMOEK_02287	37.5	4.6		
contig_23	65972	66973	+	BPMOEK_02288	34.8	9.2		
contig_23	66970	68013	+	BPMOEK_02289	36.3	9.9		SO:0001217, UniRef:UniRef50_UPI000544373B
contig_23	72940	73560	+	BPMOEK_02294	22.0	5.9		
contig_23	75562	76425	+	BPMOEK_02297	30.3	9.1	PF07719.23|TPR_2	PFAM:PF07719.23
contig_23	76447	77283	-	BPMOEK_02298	28.2	9.8		
contig_23	77843	78088	+	BPMOEK_02299	8.2	11.2		SO:0001217, UniRef:UniRef50_A0A2C7YQ05
contig_23	82978	83478	-	BPMOEK_02303	17.7	4.5		SO:0001217, UniRef:UniRef50_A0A2C7YQ04
