#Annotated with Bakta v1.11.3, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_15	27280	28278	-	FGLLDJ_01349	35.1	4.7	PF01408.29|GFO_IDH_MocA, PF02894.22|GFO_IDH_MocA_C, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF01408.29, PFAM:PF02894.22, PFAM:PF22725.1
contig_15	36463	36705	+	FGLLDJ_01356	8.7	12.0		
contig_15	37507	38415	-	FGLLDJ_01357	30.8	9.8		
contig_15	45121	46716	-	FGLLDJ_01365	58.2	5.8	PF13193.12|AMP-binding_C	PFAM:PF13193.12
contig_15	55887	56048	-	FGLLDJ_01375	6.0	8.2		
contig_15	59964	60335	+	FGLLDJ_01379	13.3	9.2		
contig_15	73158	73430	-	FGLLDJ_01388	10.6	4.7	PF13683.12|rve_3	PFAM:PF13683.12
contig_15	74597	75550	-	FGLLDJ_01390	35.5	11.5	PF00665.32|rve, PF13276.12|HTH_21	PFAM:PF00665.32, PFAM:PF13276.12
contig_15	84105	84476	+	FGLLDJ_01396	13.0	9.5		
contig_15	84819	85193	+	FGLLDJ_01397	14.0	5.0		
contig_15	106916	107815	-	FGLLDJ_01416	33.2	10.8	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_15	109431	110003	-	FGLLDJ_01419	21.3	9.6	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
contig_15	110000	110665	-	FGLLDJ_01420	22.9	4.1		
contig_15	110739	111182	+	FGLLDJ_01421	16.4	9.6		
contig_15	111186	111623	-	FGLLDJ_01422	14.4	12.0		
contig_15	114243	115550	+	FGLLDJ_01425	48.4	7.0		
contig_15	121134	121781	-	FGLLDJ_01431	22.6	6.2	PF13338.12|AbiEi_4	PFAM:PF13338.12
contig_15	122036	122236	-	FGLLDJ_01432	7.1	11.7		
contig_15	122322	122456	-	FGLLDJ_01433	4.5	12.0		
contig_15	122528	122737	-	FGLLDJ_01434	7.2	12.0		
contig_15	122772	123071	-	FGLLDJ_01435	10.1	4.2		
contig_15	132708	133205	+	FGLLDJ_01441	18.3	7.8	PF00440.29|TetR_N	PFAM:PF00440.29
contig_15	133184	133333	+	FGLLDJ_01442	5.2	4.4		
contig_15	142361	143059	-	FGLLDJ_01449	24.2	11.3		
contig_15	145935	146453	+	FGLLDJ_01451	18.1	6.8		
contig_15	146494	146724	-	FGLLDJ_01452	8.4	4.1		
contig_15	160772	161536	-	FGLLDJ_01465	26.1	6.6		
contig_15	162587	164338	+	FGLLDJ_01467	62.6	10.1		SO:0001217, UniRef:UniRef50_D7GIK5
contig_15	178121	178888	+	FGLLDJ_01476	27.4	4.7		SO:0001217, UniRef:UniRef50_D7GIJ6
contig_15	188551	189873	-	FGLLDJ_01483	46.2	9.0		SO:0001217, UniRef:UniRef50_D7GII9
contig_15	193373	195484	+	FGLLDJ_01489	78.5	6.7		
contig_15	195499	195657	+	FGLLDJ_01490	6.0	9.2		
contig_15	199037	199342	-	FGLLDJ_01493	11.7	4.2		
contig_15	200314	200658	+	FGLLDJ_01494	13.0	9.9		
contig_15	202759	203265	+	FGLLDJ_01496	18.4	4.2		SO:0001217, UniRef:UniRef50_D7GIH6
contig_15	205269	206003	-	FGLLDJ_01499	26.8	5.4	PF00107.32|ADH_zinc_N, PF13602.12|ADH_zinc_N_2	PFAM:PF00107.32, PFAM:PF13602.12
contig_15	206146	206283	-	FGLLDJ_01500	4.6	4.9		
contig_15	206399	206641	-	FGLLDJ_01501	8.7	5.8		SO:0001217, UniRef:UniRef50_D7GIH2
contig_15	207534	209879	+	FGLLDJ_01503	86.9	6.1	PF00270.35|DEAD, PF00271.37|Helicase_C, PF13091.12|PLDc_2	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF13091.12
contig_15	209876	210742	+	FGLLDJ_01504	31.5	5.7		
contig_15	211228	211404	+	FGLLDJ_01505	6.8	11.4		
contig_15	211637	211951	+	FGLLDJ_01506	11.8	9.7		SO:0001217, UniRef:UniRef50_D7GIF7
contig_15	212181	212354	+	FGLLDJ_01507	6.3	10.8		
contig_15	212395	213327	-	FGLLDJ_01508	30.3	4.9		SO:0001217, UniRef:UniRef50_A0A0A8S0M3
contig_15	214920	215474	-	FGLLDJ_01510	19.5	4.1		SO:0001217, UniRef:UniRef50_D7GIF2
contig_15	225530	226192	+	FGLLDJ_01519	23.1	5.0		
contig_15	246859	247632	+	FGLLDJ_01533	27.6	10.9		SO:0001217, UniRef:UniRef50_A0A0A8PMS2
contig_15	249447	250109	+	FGLLDJ_01536	24.2	5.1	PF00857.26|Isochorismatase	PFAM:PF00857.26
contig_15	261885	262940	-	FGLLDJ_01547	36.8	10.8		SO:0001217, UniRef:UniRef50_A0A0B7NUG3
contig_15	263128	263346	-	FGLLDJ_01548	7.4	5.0	PF05532.17|CsbD	PFAM:PF05532.17
contig_15	263372	264361	-	FGLLDJ_01549	33.8	6.9		
contig_16	6521	6796	+	FGLLDJ_01555	9.8	10.3		
contig_16	6992	7300	-	FGLLDJ_01556	11.5	6.8		
contig_16	8768	9415	+	FGLLDJ_01558	22.8	5.2	PF00724.26|Oxidored_FMN	PFAM:PF00724.26
contig_16	9418	9762	+	FGLLDJ_01559	12.5	5.9	PF01022.26|HTH_5, PF01047.28|MarR, PF01978.25|TrmB, PF09339.16|HTH_IclR, PF12840.13|HTH_20, PF13412.12|HTH_24	PFAM:PF01022.26, PFAM:PF01047.28, PFAM:PF01978.25, PFAM:PF09339.16, PFAM:PF12840.13, PFAM:PF13412.12
contig_17	1319	1792	+	FGLLDJ_01564	17.3	10.1	PF16697.10|Yop-YscD_cpl	PFAM:PF16697.10
contig_17	4712	5845	+	FGLLDJ_01567	39.8	5.1	PF00905.27|Transpeptidase, PF21922.1|PBP_dimer_2	PFAM:PF00905.27, PFAM:PF21922.1
contig_17	6094	6468	-	FGLLDJ_01568	13.3	4.3		
contig_17	8025	8405	-	FGLLDJ_01570	13.3	9.8		
contig_17	8609	8959	-	FGLLDJ_01571	11.9	11.5		
contig_18	849	1490	+	FGLLDJ_01574	20.7	9.3	PF00254.34|FKBP_C	PFAM:PF00254.34
contig_18	9303	9482	+	FGLLDJ_01583	6.4	4.2	PF19279.4|YegS_C	PFAM:PF19279.4
contig_18	16069	16860	-	FGLLDJ_01589	29.7	11.5		
contig_18	21178	21417	+	FGLLDJ_01595	8.3	4.2		
contig_18	28576	28851	+	FGLLDJ_01602	9.7	8.3		
contig_19	5269	5769	+	FGLLDJ_01607	17.7	4.5		SO:0001217, UniRef:UniRef50_A0A2C7YQ04
contig_19	10659	10904	-	FGLLDJ_01611	8.2	11.2		SO:0001217, UniRef:UniRef50_A0A2C7YQ05
contig_19	11464	12300	+	FGLLDJ_01612	28.2	9.8		
contig_19	12322	13185	-	FGLLDJ_01613	30.3	9.1	PF07719.23|TPR_2	PFAM:PF07719.23
contig_19	15187	15807	-	FGLLDJ_01616	22.0	5.9		
contig_19	20734	21777	-	FGLLDJ_01621	36.3	9.9		SO:0001217, UniRef:UniRef50_UPI000544373B
contig_19	21774	22775	-	FGLLDJ_01622	34.8	9.2		
contig_19	22769	23881	-	FGLLDJ_01623	37.5	4.6		
contig_19	24616	25251	-	FGLLDJ_01624	23.0	7.0		
contig_19	25322	25702	-	FGLLDJ_01625	13.1	11.1		
contig_19	31042	31479	-	FGLLDJ_01629	15.7	10.7		
contig_19	42962	44275	+	FGLLDJ_01640	47.2	8.2	PF00367.25|PTS_EIIB	PFAM:PF00367.25
contig_19	44447	44641	+	FGLLDJ_01641	7.3	6.6		
contig_19	47146	48591	-	FGLLDJ_01644	52.6	6.1		SO:0001217, UniRef:UniRef50_D7GG86
contig_19	62859	63125	+	FGLLDJ_01653	9.2	5.1	PF20058.4|DUF6457	PFAM:PF20058.4
contig_19	63287	63619	-	FGLLDJ_01654	11.5	6.0		
contig_19	63781	64239	-	FGLLDJ_01655	15.9	11.3		
contig_19	64370	64681	-	FGLLDJ_01656	11.0	9.1		
contig_19	64840	65445	+	FGLLDJ_01657	21.9	5.0	PF00805.28|Pentapeptide, PF13576.12|Pentapeptide_3, PF13599.12|Pentapeptide_4, PF23894.2|LD_SV2	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12, PFAM:PF23894.2
contig_19	65578	66321	-	FGLLDJ_01658	25.7	7.0	PF00482.28|T2SSF	PFAM:PF00482.28
contig_19	72480	72953	+	FGLLDJ_01664	16.4	9.3	PF07332.16|Phage_holin_3_6	PFAM:PF07332.16
contig_19	73069	73296	+	FGLLDJ_01665	7.7	10.0		SO:0001217, UniRef:UniRef50_D7GGA7
contig_19	73412	74191	-	FGLLDJ_01666	27.7	4.6		
contig_19	77354	78076	-	FGLLDJ_01669	25.2	6.5		
contig_19	84455	85024	-	FGLLDJ_01675	21.0	5.2		SO:0001217, UniRef:UniRef50_D7GGB7
contig_19	85546	85875	+	FGLLDJ_01676	12.1	5.3	PF01402.27|RHH_1	PFAM:PF01402.27
contig_20	3053	4321	+	FGLLDJ_01679	45.3	5.6	PF01163.29|RIO1, PF03109.22|ABC1	PFAM:PF01163.29, PFAM:PF03109.22
contig_21	9616	10308	-	FGLLDJ_01688	23.8	10.7		
contig_21	14970	15512	+	FGLLDJ_01693	19.2	5.0	PF00300.27|His_Phos_1	PFAM:PF00300.27
contig_21	17722	17871	-	FGLLDJ_01696	5.1	8.6		
contig_21	17893	18147	-	FGLLDJ_01697	9.2	10.0		
contig_21	18259	18645	-	FGLLDJ_01698	13.5	12.0		
contig_21	18862	19011	-	FGLLDJ_01699	5.4	9.3		
contig_22	5447	6094	+	FGLLDJ_01703	22.6	4.5	PF03358.20|FMN_red	PFAM:PF03358.20
contig_22	9238	9423	-	FGLLDJ_01710	6.9	11.3		
contig_22	11916	12734	-	FGLLDJ_01717	30.0	10.7	PF00189.25|Ribosomal_S3_C, PF07650.23|KH_2	PFAM:PF00189.25, PFAM:PF07650.23
contig_22	35624	36250	-	FGLLDJ_01736	22.2	10.0		
contig_22	41305	42192	-	FGLLDJ_01743	32.4	4.3	PF02357.24|NusG	PFAM:PF02357.24
contig_22	50486	50980	-	FGLLDJ_01756	17.3	10.7		
contig_22	52059	52445	-	FGLLDJ_01758	14.0	11.6		
contig_22	60350	60733	+	FGLLDJ_01763	13.0	4.1		
contig_22	60806	61261	+	FGLLDJ_01764	17.3	6.9		
contig_22	86433	87314	-	FGLLDJ_01786	30.1	9.2		
contig_22	93294	93641	+	FGLLDJ_01793	12.5	6.5	PF05239.21|PRC	PFAM:PF05239.21
contig_22	93762	94421	+	FGLLDJ_01794	23.8	6.5		
contig_22	104064	104432	+	FGLLDJ_01804	12.6	11.9	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_22	104516	105103	+	FGLLDJ_01805	20.8	4.8		
contig_22	105100	105906	+	FGLLDJ_01806	28.8	9.6	PF01061.29|ABC2_membrane	PFAM:PF01061.29
contig_22	108812	109894	-	FGLLDJ_01811	39.9	5.8	PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF12146.15, PFAM:PF12697.13
contig_22	113310	114149	-	FGLLDJ_01815	28.2	5.2		
contig_22	116100	116669	+	FGLLDJ_01818	20.6	6.1	PF08433.16|KTI12, PF13671.12|AAA_33	PFAM:PF08433.16, PFAM:PF13671.12
contig_22	118578	119066	-	FGLLDJ_01820	18.1	8.1	PF09350.15|DJC28_CD	PFAM:PF09350.15
contig_22	131363	131491	-	FGLLDJ_01830	4.8	12.0		
contig_22	141708	142319	-	FGLLDJ_01840	21.7	5.0	PF13460.12|NAD_binding_10	PFAM:PF13460.12
contig_22	142557	142787	-	FGLLDJ_01841	8.0	8.0		
contig_22	145996	146139	-	FGLLDJ_01845	5.0	5.6		
contig_22	146111	146371	-	FGLLDJ_01846	9.6	5.1		
contig_22	150628	151068	+	FGLLDJ_01849	16.0	11.4		
contig_22	151317	151976	+	FGLLDJ_01850	24.2	9.2		
contig_22	151991	152362	-	FGLLDJ_01851	13.7	5.6		
contig_22	157029	158276	+	FGLLDJ_01855	44.5	5.4	PF13476.12|AAA_23, PF13555.12|AAA_29	PFAM:PF13476.12, PFAM:PF13555.12
contig_22	158306	159841	-	FGLLDJ_01856	53.2	9.1		
contig_22	163687	164187	-	FGLLDJ_01862	17.9	8.9		
contig_22	170189	171271	-	FGLLDJ_01867	37.1	6.8		SO:0001217, UniRef:UniRef50_A0A0A8QH04
contig_22	179914	180432	-	FGLLDJ_01878	19.1	10.1		
contig_22	181478	182560	+	FGLLDJ_01880	37.8	10.6		
contig_22	182617	183114	+	FGLLDJ_01881	17.7	9.8		
contig_22	187317	187817	+	FGLLDJ_01886	18.1	5.0	PF00293.34|NUDIX	PFAM:PF00293.34
contig_22	187908	188387	-	FGLLDJ_01887	16.2	5.5		
contig_22	188668	188883	+	FGLLDJ_01888	7.9	9.8		
contig_22	200551	200949	-	FGLLDJ_01896	14.0	9.2		
contig_22	203022	203192	-	FGLLDJ_01898	5.7	4.7		
contig_22	203709	204074	+	FGLLDJ_01900	14.0	6.4	PF09278.17|MerR-DNA-bind	PFAM:PF09278.17
contig_22	204247	204702	+	FGLLDJ_01901	17.0	8.9		
contig_22	208513	209445	+	FGLLDJ_01905	33.2	4.5	PF00378.25|ECH_1, PF16113.10|ECH_2	PFAM:PF00378.25, PFAM:PF16113.10
contig_22	209521	210036	-	FGLLDJ_01906	19.1	4.5		
contig_22	211216	212160	-	FGLLDJ_01908	31.2	4.6		
contig_22	219294	219617	-	FGLLDJ_01915	11.4	11.8		
contig_22	232607	232858	+	FGLLDJ_01926	8.8	10.3		
contig_22	235375	235665	+	FGLLDJ_01929	10.7	5.6	PF04024.17|PspC	PFAM:PF04024.17
contig_22	240922	241605	-	FGLLDJ_01934	23.8	10.7		
contig_22	241605	241979	-	FGLLDJ_01935	12.9	4.8		
contig_22	243646	244626	-	FGLLDJ_01937	34.1	4.8	PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00532.27, PFAM:PF13377.12
contig_22	244870	245907	-	FGLLDJ_01938	37.0	6.2	PF00356.27|LacI, PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00356.27, PFAM:PF00532.27, PFAM:PF13377.12
contig_22	247524	247622	-	FGLLDJ_01940	3.5	4.8		
contig_22	252616	253686	-	FGLLDJ_01946	37.1	6.6		SO:0001217, UniRef:UniRef50_D7GCC3
contig_22	253699	255411	-	FGLLDJ_01947	58.7	5.6		SO:0001217, UniRef:UniRef50_D7GCC2
contig_22	255436	256752	-	FGLLDJ_01948	45.8	4.6	PF13240.11|Zn_Ribbon_1, PF13248.11|Zn_ribbon_3	PFAM:PF13240.11, PFAM:PF13248.11
contig_22	294925	295476	+	FGLLDJ_01981	18.3	4.7		
contig_22	302801	303886	+	FGLLDJ_01988	37.8	5.3	PF03990.20|DUF348, PF06737.19|Transglycosylas, PF07501.17|G5	PFAM:PF03990.20, PFAM:PF06737.19, PFAM:PF07501.17
contig_22	305264	305851	-	FGLLDJ_01990	21.4	9.6		
contig_22	308755	308868	-	FGLLDJ_01995	4.4	11.8	PF00444.23|Ribosomal_L36	PFAM:PF00444.23
contig_22	309541	309825	+	FGLLDJ_01997	10.6	4.8	PF03795.20|YCII	PFAM:PF03795.20
contig_22	309856	310242	-	FGLLDJ_01998	13.6	5.0	PF08044.16|DUF1707	PFAM:PF08044.16
contig_22	314585	314797	-	FGLLDJ_02003	7.4	6.1		
contig_22	314909	315298	-	FGLLDJ_02004	14.3	7.8		
contig_23	2020	2148	+	FGLLDJ_02006	4.5	11.9		
contig_23	2235	2342	-	FGLLDJ_02007	4.0	4.4		
contig_23	2364	4118	-	FGLLDJ_02008	64.6	6.4		SO:0001217, UniRef:UniRef50_D7GGN7
contig_23	6951	7916	+	FGLLDJ_02011	34.9	10.0		SO:0001217, UniRef:UniRef50_D7GGP1
contig_23	13967	14524	-	FGLLDJ_02015	19.5	10.0		
contig_23	14590	15012	-	FGLLDJ_02016	14.8	5.7		
contig_23	14987	15211	-	FGLLDJ_02017	7.7	5.6		SO:0001217, UniRef:UniRef50_U1F052
contig_23	19893	20603	-	FGLLDJ_02022	24.1	9.6	PF08666.17|SAF	PFAM:PF08666.17
contig_23	22770	22994	+	FGLLDJ_02025	8.4	10.0		
contig_23	24656	25147	-	FGLLDJ_02028	17.6	4.2		
contig_23	28405	28959	-	FGLLDJ_02032	19.9	4.8		
contig_23	29042	29386	-	FGLLDJ_02033	12.8	6.7		
contig_23	36425	37510	-	FGLLDJ_02041	37.6	4.6		SO:0001217, UniRef:UniRef50_D7GGS3
contig_23	38451	39347	+	FGLLDJ_02043	32.2	5.5		
contig_23	41880	42191	+	FGLLDJ_02045	11.3	6.1	PF05495.17|zf-CHY	PFAM:PF05495.17
contig_23	52194	52682	-	FGLLDJ_02052	17.2	4.7		
contig_23	61094	61735	-	FGLLDJ_02060	23.8	6.0	PF04909.20|Amidohydro_2	PFAM:PF04909.20
contig_23	63130	63321	-	FGLLDJ_02062	6.7	11.8		
contig_23	63504	63851	-	FGLLDJ_02063	12.7	5.1		
contig_23	67086	67262	-	FGLLDJ_02067	6.1	10.8		
contig_23	67909	68076	+	FGLLDJ_02069	6.0	4.8		
contig_23	68203	68628	-	FGLLDJ_02070	15.4	10.0		
contig_23	68625	69194	-	FGLLDJ_02071	20.0	9.8	PF02899.23|Phage_int_SAM_1	PFAM:PF02899.23
contig_23	69187	69720	-	FGLLDJ_02072	19.4	9.9		
contig_23	69771	70118	-	FGLLDJ_02073	12.9	6.7		
contig_23	71946	72209	+	FGLLDJ_02076	9.0	5.4		
contig_23	72206	72733	+	FGLLDJ_02077	18.1	6.3		
contig_23	77248	77727	+	FGLLDJ_02080	16.8	4.5		
contig_23	77687	78319	+	FGLLDJ_02081	22.4	11.8		
contig_23	81132	81596	+	FGLLDJ_02086	17.3	5.0	PF00011.27|HSP20, PF17886.7|ArsA_HSP20	PFAM:PF00011.27, PFAM:PF17886.7
contig_23	85359	85724	-	FGLLDJ_02089	13.6	4.4		
contig_23	107248	107763	-	FGLLDJ_02107	18.9	9.9	PF23562.2|AMP-binding_C_3	PFAM:PF23562.2
contig_23	119422	120033	-	FGLLDJ_02115	22.4	6.4	PF00929.31|RNase_T	PFAM:PF00929.31
contig_23	121391	121624	-	FGLLDJ_02118	8.6	5.2	PF06902.16|Fer4_19	PFAM:PF06902.16
contig_23	121713	121940	-	FGLLDJ_02119	8.5	6.7	PF14542.12|Acetyltransf_CG	PFAM:PF14542.12
contig_23	131613	132431	+	FGLLDJ_02128	29.2	5.0	PF08501.16|Shikimate_dh_N	PFAM:PF08501.16
contig_23	134121	135209	+	FGLLDJ_02131	37.9	8.4		
contig_23	135157	135417	+	FGLLDJ_02132	8.4	5.5		
contig_23	148741	149100	+	FGLLDJ_02144	13.0	9.4		
contig_23	152341	152718	+	FGLLDJ_02147	14.4	9.8		
contig_23	160073	160471	-	FGLLDJ_02153	13.9	5.4	PF01022.26|HTH_5, PF12840.13|HTH_20	PFAM:PF01022.26, PFAM:PF12840.13
contig_23	203084	204337	-	FGLLDJ_02186	44.3	6.3	PF00070.33|Pyr_redox, PF01266.30|DAO, PF01593.30|Amino_oxidase, PF07992.20|Pyr_redox_2, PF13450.12|NAD_binding_8	PFAM:PF00070.33, PFAM:PF01266.30, PFAM:PF01593.30, PFAM:PF07992.20, PFAM:PF13450.12
contig_24	1292	1972	-	FGLLDJ_02197	22.8	8.0		
contig_24	3660	4016	-	FGLLDJ_02200	12.3	11.1		
contig_24	5167	6741	+	FGLLDJ_02202	59.0	4.8		
contig_24	6752	7189	+	FGLLDJ_02203	15.6	5.0		
contig_24	7006	9039	-	FGLLDJ_02204	71.7	8.8		
contig_24	12748	13566	+	FGLLDJ_02207	29.0	5.1	PF00581.25|Rhodanese	PFAM:PF00581.25
contig_24	13593	14636	+	FGLLDJ_02208	36.9	6.0	PF00356.27|LacI, PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00356.27, PFAM:PF00532.27, PFAM:PF13377.12
contig_24	26107	26241	-	FGLLDJ_02218	4.8	4.6		
contig_24	27790	27963	+	FGLLDJ_02220	5.7	5.0		
contig_24	27978	28706	+	FGLLDJ_02221	26.9	5.8	PF01408.29|GFO_IDH_MocA, PF02894.22|GFO_IDH_MocA_C, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF01408.29, PFAM:PF02894.22, PFAM:PF22725.1
contig_24	41542	41922	-	FGLLDJ_02233	13.1	9.5		
contig_24	43952	44740	+	FGLLDJ_02236	28.2	7.9	PF00724.26|Oxidored_FMN	PFAM:PF00724.26
contig_24	45986	46240	-	FGLLDJ_02238	8.8	4.1		
contig_24	47444	48007	-	FGLLDJ_02240	19.5	4.6		
contig_24	48004	48162	-	FGLLDJ_02241	5.8	9.5	PF07332.16|Phage_holin_3_6	PFAM:PF07332.16
contig_24	48245	49300	+	FGLLDJ_02242	38.4	8.3		SO:0001217, UniRef:UniRef50_D7GHM5
contig_24	49318	49611	-	FGLLDJ_02243	10.4	4.7		
contig_24	49568	49990	-	FGLLDJ_02244	14.1	4.4		
contig_24	55021	55218	-	FGLLDJ_02248	6.8	9.5		
contig_24	58348	58677	-	FGLLDJ_02251	12.7	5.5		
contig_24	64840	65454	+	FGLLDJ_02255	20.7	4.6		SO:0001217, UniRef:UniRef50_D7GH78
contig_24	71182	71613	-	FGLLDJ_02260	15.4	10.6		
contig_24	73012	74682	-	FGLLDJ_02262	62.9	5.4	PF13910.11|DUF4209, PF24098.1|DUF7380	PFAM:PF13910.11, PFAM:PF24098.1
contig_24	76010	76348	+	FGLLDJ_02264	12.6	5.5		
contig_24	78473	80317	+	FGLLDJ_02266	64.1	5.2		SO:0001217, UniRef:UniRef50_D7GH67
contig_24	80314	81468	+	FGLLDJ_02267	41.8	10.9		SO:0001217, UniRef:UniRef50_A0A383SAP2
contig_24	81576	82748	+	FGLLDJ_02268	43.3	5.7	PF00128.31|Alpha-amylase	PFAM:PF00128.31
contig_24	86654	89140	-	FGLLDJ_02272	86.0	5.1	PF00395.25|SLH, PF12799.13|LRR_4, PF13855.12|LRR_8, PF14580.12|LRR_9, PF23952.1|LRR_EndoS	PFAM:PF00395.25, PFAM:PF12799.13, PFAM:PF13855.12, PFAM:PF14580.12, PFAM:PF23952.1
contig_24	90542	92344	-	FGLLDJ_02274	61.2	5.2	PF12799.13|LRR_4, PF13855.12|LRR_8, PF14580.12|LRR_9, PF23211.1|LRR_LRWD1, PF23952.1|LRR_EndoS	PFAM:PF12799.13, PFAM:PF13855.12, PFAM:PF14580.12, PFAM:PF23211.1, PFAM:PF23952.1
contig_24	95350	95709	+	FGLLDJ_02278	13.4	5.1		
contig_24	95781	96077	-	FGLLDJ_02279	10.6	4.1		
contig_24	99653	100105	+	FGLLDJ_02284	16.1	9.4	PF01281.25|Ribosomal_L9_N, PF03948.19|Ribosomal_L9_C	PFAM:PF01281.25, PFAM:PF03948.19
contig_24	104498	105493	-	FGLLDJ_02288	36.3	10.3		
contig_24	105718	106350	-	FGLLDJ_02289	22.3	11.5		
contig_24	106423	106575	+	FGLLDJ_02290	5.6	10.6		
contig_24	106530	107429	+	FGLLDJ_02291	32.2	6.1		
contig_24	107586	107864	-	FGLLDJ_02292	9.7	10.2		
contig_24	107892	108182	-	FGLLDJ_02293	10.2	10.6		
